NOMBRE;DEPORTE;TIPO;FECHA;PAIS;LUGAR;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;4/01/2016 0:00;BRASIL;X DEFINIR;;
TENIS;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MEDELLIN;;
TENIS;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CUCUTA;;
TENIS DE MESA;CAMPEONATO LATINOAMERICANO;CAMPEONATO LATINOAMERICANO;4/01/2016 0:00;CHILE;SANTIAGO DE CHILE;;
TIRO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MONTERIA;;
TIRO;COPA MUNDO;COPA MUNDO;4/01/2016 0:00;BRASIL;RIO;;
TIRO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALI;;
TIRO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MONTERIA;;
VELA;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALIMA;;
VELA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;4/01/2016 0:00;MEXICO;NUEVO VALLARTA;;
VOLEIBOL;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTA;;
VOLEIBOL;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTA;;
VOLEIBOL;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALI;;
WUSHU;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MANIZALES, CALDAS;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;03/31/2016 12:00:00 AM;EGIPTO;SHARM EL SHEIK;;
AJEDREZ;NACIONAL;NACIONAL;03/30/2016 12:00:00 AM;COLOMBIA;FLORENCIA;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;03/23/2016 12:00:00 AM;RUSIA;STELLENBOSCH;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;03/23/2016 12:00:00 AM;RUSIA;STELLENBOSCH;;
AJEDREZ;NACIONAL;NACIONAL;03/23/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
AJEDREZ;NACIONAL;NACIONAL;03/22/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
BRIDGE;NACIONAL;NACIONAL;03/22/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;03/19/2016 12:00:00 AM;COLOMBIA;CALI;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;03/19/2016 12:00:00 AM;COLOMBIA;CALI;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;03/19/2016 12:00:00 AM;ITALIA;LIGNANO - SABBIADORO;;
BRIDGE;NACIONAL;NACIONAL;03/19/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ARQUERIA;NACIONAL;NACIONAL;03/18/2016 12:00:00 AM;COLOMBIA;MEDELLÃN;;
BEISBOL;NACIONAL;NACIONAL;03/18/2016 12:00:00 AM;COLOMBIA;SINCELEJO;;
ESGRIMA;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;03/18/2016 12:00:00 AM;FRANCIA;BOURGES;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;03/17/2016 12:00:00 AM;COLOMBIA;GIRARDOT;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;03/17/2016 12:00:00 AM;COLOMBIA;GIRARDOT;;
FUTBOL DE SALON;CAPACITACIÃ“N;CAPACITACIÃ“N;03/17/2016 12:00:00 AM;COLOMBIA;BUCARAMANGA;;
AJEDREZ;NACIONAL;NACIONAL;03/16/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
ARQUERIA;NACIONAL;NACIONAL;03/15/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;03/15/2016 12:00:00 AM;COLOMBIA;POR ASIGNAR;;
FUTBOL DE SALON;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;03/14/2016 12:00:00 AM;COLOMBIA;CARTAGENA;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;03/14/2016 12:00:00 AM;COLOMBIA;POR DEFINIR;;
AJEDREZ;NACIONAL;NACIONAL;3/12/2016 0:00;COLOMBIA;VIRTUAL;;
ECUESTRE;NACIONAL;NACIONAL;3/12/2016 0:00;COLOMBIA;BOGOTA EEEE;;
GIMNASIA;NACIONAL;NACIONAL;3/12/2016 0:00;COLOMBIA;BOGOTÃ;;
GIMNASIA;NACIONAL;NACIONAL;3/11/2016 0:00;COLOMBIA;BOGOTÃ;;
ECUESTRE;NACIONAL;NACIONAL;3/10/2016 0:00;COLOMBIA;BOGOTA RANCHO;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;3/10/2016 0:00;ESTADOS UNIDOS;PALM BEACH - FLORIDA;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;3/08/2016 0:00;COLOMBIA;POR DEFINIR;;
FUTBOL DE SALON;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;3/07/2016 0:00;URUGUAY;CANELONES;;
BOXEO;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;3/06/2016 0:00;ARGENTINA;BUENOS AIRES;;
BRIDGE;NACIONAL;NACIONAL;3/06/2016 0:00;COLOMBIA;BOGOTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;3/05/2016 0:00;COLOMBIA;BOGOTÃ;;
ESQUI;;;3/05/2016 0:00;COLOMBIA;BOGOTÃ;;
AJEDREZ;NACIONAL;NACIONAL;3/02/2016 0:00;COLOMBIA;MEDELLIN;;
AJEDREZ;NACIONAL;NACIONAL;3/01/2016 0:00;;;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;3/01/2016 0:00;COLOMBIA;POR DEFINIR;;
GIMNASIA;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GIMNASIA;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CALI;;
GOLF;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;MANIZALES;;
GOLF;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
GOLF;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JIUJITSU;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;ESTADOS UNIDOS;IRVIN;;
JIUJITSU;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;3/01/2016 0:00;ESPAÃ‘A;MADRID;;
JUDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;3/01/2016 0:00;PERU;LIMA;;
JUDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;3/01/2016 0:00;ARGENTINA;BUENOS AIRES;;
JUDO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTA;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;3/01/2016 0:00;GEORGIA;;;
KARATE;OPEN INTERNACIONAL;OPEN INTERNACIONAL;3/01/2016 0:00;EE UU;LAS VEGAS;;
LUCHA;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;3/01/2016 0:00;USA;FRISCO - TEXAS;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;EUROPA Y ASIA;EUROPA -ASIA;;
MOTOCICLISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;ZARZAL;;
MOTOCICLISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;AMAGA;;
MOTOCICLISMO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;TULUA;;
MOTONAUTICA;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;PRADO - TOLIMA;;
NATACION;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;PARAGUAY;ASUNCIÃ“N;;
NATACION;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;PARAGUAY;ASUNCIÃ“N;;
NATACION;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;PARAGUAY;ASUNCIÃ“N;;
NATACION;COPA MUNDO;COPA MUNDO;3/01/2016 0:00;BRASIL;RÃO DE JANEIRO;;
NATACION;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;3/01/2016 0:00;USA;ORLANDO;;
NATACION;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;3/01/2016 0:00;P. RICO Y CANADÃ;SAN JUAN Y GATINEAU;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CARTAGENA;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CUCUTA;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;ARMENIA;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CALI;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;FRANCIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;3/01/2016 0:00;ESTADOS UNIDOS;SALT LAKE CITY;;
RUGBY;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;BRASIL;RIO DE JANEIRO;;
SAMBO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;ARGENTINA;BUENOS AIRES;;
SAMBO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
SQUASH;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ  (CLUB HATOGRANDE);;
TAEKWONDO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTÃ;;
TEJO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTA;;
TEJO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTA;;
TEJO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTA;;
TENIS;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;NEIVA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;BRASIL;SÃƒO JOSÃ‰ DOS CAMPOS;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;3/01/2016 0:00;BRASIL;SÃƒO JOSÃ‰ DOS CAMPOS;;
TENIS;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;MEDELLIN;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;3/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;BRASIL;PORTO ALEGRE;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;3/01/2016 0:00;BRASIL;PORTO ALEGRE;;
TENIS;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;BOGOTA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;3/01/2016 0:00;ARGENTINA;MAR DEL PLATA;;
TENIS;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;;;
TENIS;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;VILLAVICENCIO;;
TENIS DE MESA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;PARAGUAY;ASUNCION;;
TENIS DE MESA;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CUCUTA;;
TIRO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CANTARRANA;;
TIRO;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CALI;;
VELA;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CARTAGENA;;
VELA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;3/01/2016 0:00;EEUU;MIAMI, FLORIDA;;
VELA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;ECUADOR;SALINAS;;
VELA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;3/01/2016 0:00;BRASIL;;;
VELA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;3/01/2016 0:00;EEUU;MIAMI, FL;;
VOLEIBOL;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
VOLEIBOL;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CARTAGENA;;
VOLEIBOL;NACIONAL;NACIONAL;3/01/2016 0:00;COLOMBIA;CARTAGENA;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;3/01/2016 0:00;COLOMBIA;CARTAGENA;;
KARTS;CAPACITACION;CAPACITACION;02/28/2016 12:00:00 AM;TOCANCIPA;;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;02/27/2016 12:00:00 AM;COLOMBIA;REGIONAL;;
BRIDGE;NACIONAL;NACIONAL;02/27/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ESGRIMA;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;02/27/2016 12:00:00 AM;MEXICO;CANCUN;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;02/26/2016 12:00:00 AM;COLOMBIA;SANTANDER DE QUILICHAO;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;02/26/2016 12:00:00 AM;HUNGRIA;EGER;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;02/20/2016 12:00:00 AM;COLOMBIA;REGIONAL;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;02/20/2016 12:00:00 AM;COLOMBIA;POR ASIGNAR;;
AJEDREZ;OTRO INTERNACIONAL;OTRO INTERNACIONAL;02/19/2016 12:00:00 AM;PERÃš;LIMA;;
ECUESTRE;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;02/19/2016 12:00:00 AM;PANAMA;LOS SANTOS;;
BOXEO;CAMPEONATO LATINOAMERICANO;CAMPEONATO LATINOAMERICANO;02/18/2016 12:00:00 AM;A CONFIRMAR;A CONFIRMAR;;
AJEDREZ;NACIONAL;NACIONAL;02/15/2016 12:00:00 AM;;;;
BRIDGE;NACIONAL;NACIONAL;02/13/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
BRIDGE;NACIONAL;NACIONAL;02/13/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;2/11/2016 0:00;ESTADOS UNIDOS;OCALA - FLORIDA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;2/07/2016 0:00;COLOMBIA;BOGOTA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;2/05/2016 0:00;COLOMBIA;BOGOTA;;
GIMNASIA;NACIONAL;NACIONAL;2/02/2016 0:00;COLOMBIA;POR DEFINIR;;
AUTOMOVILISMO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;LAGUNA SECA - CHIA;;
GOLF;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;PEREIRA;;
GOLF;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;OPEN INTERNACIONAL;OPEN INTERNACIONAL;2/01/2016 0:00;COLOMBIA;MEDELLÃN;;
HAPKIDO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;2/01/2016 0:00;FRANCIA;PARIS;;
JUDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;2/01/2016 0:00;ITALIA;ROMA;;
JUDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;2/01/2016 0:00;AUSTRIA;OBERWART;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;2/01/2016 0:00;ALEMANIA;DUSSELDORF;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;FRANCIA;PARIS;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;USA;FRISCO - TEXAS;;
LUCHA;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;2/01/2016 0:00;USA;FRISCO - TEXAS;;
MOTOCICLISMO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;TOCANCIPA;;
MOTOCICLISMO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;SOGAMOSO;;
MOTOCICLISMO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;QIMBAYA;;
MOTONAUTICA;SUDAMERICANO;SUDAMERICANO;2/01/2016 0:00;ARGENTINA;ENTRE RIOS;;
NATACION;COPA MUNDO;COPA MUNDO;2/01/2016 0:00;BRASIL;RÃO DE JANEIRO;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTA, MANIZALEZ, MEDELLIN, BARRANQUILLA, CALI;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;MANIZALES;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;MEDELLIN;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;RIONEGRO;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;ITALIA;ROMA;;
PATINAJE;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;2/01/2016 0:00;COLOMBIA;SOGAMOSO;;
SQUASH;INTERNACIONAL;INTERNACIONAL;2/01/2016 0:00;COLOMBIA;CARTAGENA. BOLÃVAR;;
TENIS;COPA MUNDO;COPA MUNDO;2/01/2016 0:00;BOLIVIA;SANTACRUZ;;
TENIS;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;BOLIVIA;COCHABAMBA;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;2/01/2016 0:00;BOLIVIA;LA PAZ;;
TENIS;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;POPAYAN;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;2/01/2016 0:00;CHILE;SANTIAGO;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;2/01/2016 0:00;CHILE;SANTIAGO;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;2/01/2016 0:00;ARGENTINA;CORDOBA;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;2/01/2016 0:00;ARGENTINA;CORDOBA;;
TENIS;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;CALI;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;2/01/2016 0:00;PARAGUAY;ASUNCION;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;2/01/2016 0:00;PARAGUAY;ASUNCION;;
TENIS DE MESA;CAMPEONATO LATINOAMERICANO;CAMPEONATO LATINOAMERICANO;2/01/2016 0:00;PUERTO RICO;SAN JUAN;;
TENIS DE MESA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;2/01/2016 0:00;MEXICO;YUCATAN;;
TENIS DE MESA;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;2/01/2016 0:00;MALASYA;KUALA LUMPUR;;
TIRO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;CALI;;
TIRO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
TIRO;NACIONAL;NACIONAL;2/01/2016 0:00;COLOMBIA;NILO;;
BRIDGE;NACIONAL;NACIONAL;01/30/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;01/29/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;01/28/2016 12:00:00 AM;COLOMBIA;BOGOTÃ;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;01/22/2016 12:00:00 AM;POLONIA;POZNAN;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;01/20/2016 12:00:00 AM;HOMSTED MIAMI;MIAMI;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;01/16/2016 12:00:00 AM;ESPAÃ‘A;PALMA DE MAJORCA;;
GIMNASIA;NACIONAL;NACIONAL;01/16/2016 12:00:00 AM;COLOMBIA;BOGOTÃ;;
AJEDREZ;NACIONAL;NACIONAL;1/01/2016 0:00;;;;
AJEDREZ;NACIONAL;NACIONAL;1/01/2016 0:00;;;;
AUTOMOVILISMO;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
GOLF;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;OTRO INTERNACIONAL;OTRO INTERNACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTA;;
JIUJITSU;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;1/01/2016 0:00;CUBA;HABANA;;
LUCHA;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;1/01/2016 0:00;FRANCIA;PARIS;;
NATACION;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;1/01/2016 0:00;USA;AUSTIN;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BUGA;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;CALI;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;CARTAGENA;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BUGA;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;BOGOTA;;
SQUASH;CLASIFICATORIO;CLASIFICATORIO;1/01/2016 0:00;COLOMBIA;BOGOTÃ  (CLUB LOS ARRAYANES;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;1/01/2016 0:00;VENEZUELA;VALENCIA;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;1/01/2016 0:00;VENEZUELA;CARACAS;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;1/01/2016 0:00;COLOMBIA;CALI;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;1/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;1/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;1/01/2016 0:00;ECUADOR;GUAYAQUIL;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;1/01/2016 0:00;ECUADOR;IBARRA;;
TENIS;NACIONAL;NACIONAL;1/01/2016 0:00;COLOMBIA;ARMENIA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;1/01/2016 0:00;PERU;CHOSICA;;
TENIS;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;1/01/2016 0:00;PERU;LIMA;;
;DEPORTIVO;DEPORTIVO;12/27/2015 12:00:00 AM;Usa;CORAL GABLES  FL;;
;ACADEMICO;ACADEMICO;12/21/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;12/20/2015 12:00:00 AM;Usa;MIAMI  FL;;
